PassengerId,Survived
892,0.09708424166141483
893,0.5440261918127622
894,0.13759166773986853
895,0.0828551224029781
896,0.5884659141310568
897,0.16562967034981324
898,0.6204567694164669
899,0.14383429138090775
900,0.7875665567858109
901,0.025243783295079814
902,0.06747411884602372
903,0.20507176614647793
904,1.0163813752804254
905,0.07706300904300933
906,1.0575358537867543
907,0.9028302455507385
908,0.23970793342149666
909,0.15951327639844903
910,0.5163743635829234
911,0.6870404651171754
912,0.2071472919374585
913,0.5893439445173826
914,0.8920329412820117
915,0.3349164816666198
916,0.888866564646853
917,-0.015720712165906425
918,0.9604810644085511
919,0.15392863310612193
920,0.36457479332376663
921,0.056636666647459366
922,0.12546325090984445
923,0.1785019005101962
924,0.5360327965029908
925,0.5303064076838319
926,0.36725273460185726
927,0.16882352762574093
928,0.6078424436880953
929,0.6119319318668637
930,0.09080229932853423
931,0.18608961530652546
932,0.030899732985008477
933,0.479810268339126
934,0.02276957531002677
935,0.8254667294989062
936,1.005625837248914
937,0.08986014679854759
938,0.4118595181205119
939,0.11751389025367787
940,1.0994124779141337
941,0.594844790386268
942,0.3282815793812184
943,0.33996774397677365
944,0.5965441198958418
945,0.6504491125016936
946,0.33284810597819126
947,0.42397954331878585
948,0.04513554567671507
949,0.20992444711786484
950,0.06342140125872375
951,1.101010736399764
952,0.14618908821821697
953,0.20143815308777457
954,0.10834095325078974
955,0.6502988404437182
956,0.9118045845898658
957,0.8679780332701859
958,0.665283463775717
959,0.2368849586382954
960,0.3931068434499376
961,0.6549543439994794
962,0.6428676041893453
963,0.09725888307176844
964,0.581706000980252
965,0.5450278399691053
966,1.0201253543982776
967,0.5226948569242457
968,0.07504253869599165
969,0.7107253446513098
970,0.2085852481029451
971,0.6428676041893453
972,0.6614316560034411
973,0.26496350822606807
974,0.1939024795618236
975,0.06747411884602372
976,0.2610644546489138
977,0.06875131255281564
978,0.631775604021754
979,0.6227348258009677
980,0.71205679848033
981,0.7526116327136769
982,0.6487072840185217
983,0.06740185724245396
984,0.8513290792550584
985,0.07504253869599165
986,0.34591243281470085
987,0.08230668175064304
988,0.7628380140655506
989,0.07496776468567523
990,0.6076953301039302
991,0.060150156583119285
992,0.9343531673468762
993,0.2110944480588609
994,0.11751389025367787
995,0.07857114382710817
996,0.6917412649053942
997,0.14376570937096922
998,0.14734100647886583
999,0.11751389025367787
1000,0.07543884095066855
1001,0.3791058284503086
1002,0.28785188398275185
1003,0.6503312624545914
1004,0.9790154938053219
1005,0.6630654533496276
1006,0.8967373717349015
1007,0.10970536336321479
1008,0.12925743590771088
1009,0.5182311076494182
1010,0.428155386336324
1011,0.8205297383983856
1012,0.8743632999181059
1013,0.044736061799913296
1014,0.9655187383567277
1015,0.07081090192734307
1016,0.11751389025367787
1017,0.648874606925494
1018,0.09347596833529725
1019,0.5778475390004477
1020,0.1639081017643279
1021,0.09365801633708215
1022,0.06387325211133743
1023,0.4250239029690882
1024,0.4587349532029077
