PassengerId,Survived
892,0.09915615174608905
893,0.5457967809357281
894,0.1381147571853908
895,0.08594343049255748
896,0.57996032756601
897,0.1575472016194538
898,0.6213273175577643
899,0.14973711140658874
900,0.7836650561073775
901,0.028745876729195485
902,0.0728672255512719
903,0.20977926431156035
904,1.0113946913305973
905,0.07658300303715704
906,1.0287007113555975
907,0.8948902551781734
908,0.2420086401126541
909,0.1618415330201166
910,0.5219249852338499
911,0.6814241707240384
912,0.21006912260092148
913,0.5678212851417053
914,0.888744403877399
915,0.34004433158014935
916,0.8813770790639261
917,-0.018250546414129154
918,0.9564593394345252
919,0.15616162892466612
920,0.34608318772621716
921,0.05601525541408803
922,0.12580883853106062
923,0.1821822674707535
924,0.5227290548078779
925,0.516943596380638
926,0.382518441394494
927,0.17131065151109848
928,0.6097513948341614
929,0.6139188654106994
930,0.09403741443678904
931,0.17951520735317195
932,0.033743416462291176
933,0.4585493369136572
934,0.027399513200145664
935,0.8246502885209505
936,0.9790965797062784
937,0.09305803997503492
938,0.38953792263434195
939,0.1199332182183781
940,1.0649723846870984
941,0.5772778823013937
942,0.34753855827683877
943,0.3339956061867161
944,0.6051659281773144
945,0.6886157808059177
946,0.3267618550236847
947,0.4051775339075089
948,0.05014760916947014
949,0.2024334888892202
950,0.062263031010308056
951,1.0968736984004404
952,0.14033461735438457
953,0.2069268923567621
954,0.11442919349154401
955,0.6516797102404434
956,0.8944228675799224
957,0.8587755252582088
958,0.6669220065851382
959,0.23950798045046373
960,0.4060650540936773
961,0.6726497781310969
962,0.6441220504062198
963,0.10316004739367424
964,0.5831674475901741
965,0.5202692769266887
966,1.03326251631511
967,0.5374732046045201
968,0.07798935718571909
969,0.7271533216965631
970,0.21418918528982178
971,0.6441220504062198
972,0.6300824650882451
973,0.2853130008250425
974,0.1984194561206596
975,0.0728672255512719
976,0.2637074063015278
977,0.0722545872599416
978,0.6328425820124356
979,0.6248978057553626
980,0.707674705067705
981,0.7278604227899187
982,0.6497786882842544
983,0.07279210908461797
984,0.8397963523808971
985,0.07798935718571909
986,0.3483965275212578
987,0.0879514539669648
988,0.7728177218206476
989,0.07791162905383375
990,0.6121766007380234
991,0.06284294626451792
992,0.9423183503570733
993,0.21290070132796723
994,0.1199332182183781
995,0.08415191727551874
996,0.6814619309430093
997,0.13886052753643463
998,0.15027006527468012
999,0.1199332182183781
1000,0.07840131628471081
1001,0.3723078137035615
1002,0.2809909407757005
1003,0.6517134131584288
1004,0.9534212698582625
1005,0.6646581596696647
1006,0.9109205149773725
1007,0.11390721729324471
1008,0.13105902394683722
1009,0.7417020092659767
1010,0.4394912701455942
1011,0.8157885990984954
1012,0.859425680860656
1013,0.05111755040145338
1014,0.9740465309741213
1015,0.07625225366100019
1016,0.1199332182183781
1017,0.6349862413497611
1018,0.09931126215786579
1019,0.5768121047457989
1020,0.16874995252621827
1021,0.09692237083722044
1022,0.06662954899481832
1023,0.43367897781357445
1024,0.44938196315229695
1025,0.0622433561299125
1026,0.019854787327067802
1027,0.09177437128048194
1028,0.14101521800346495
1029,0.22933559621102295
1030,0.6059647921038611
1031,-0.34981400626215997
1032,0.29106805322269824
1033,0.8656484419732045
1034,0.22169014033889378
1035,0.2779297664145918
1036,0.22526767901305655
1037,-0.0817600424794862
1038,0.5494233792613478
1039,0.10449557629782102
1040,0.27449351450696036
1041,0.13793502177746952
1042,1.035285281284764
1043,0.13196583142466323
1044,0.010772434405913689
1045,0.5268830951710665
1046,0.30256967029252835
1047,0.09158521209872594
1048,1.0032753909297187
1049,0.6008167925471225
1050,0.4093235014197534
1051,0.5657388814142432
1052,0.6516848713884005
1053,0.6262958623579447
1054,0.7349023272749042
1055,0.07231019466692934
1056,0.17774635171384634
1057,0.6189525880667736
1058,0.4144268518897738
1059,-0.06785010155968085
1060,0.9220616400041688
1061,0.6103188101969237
1062,0.07265219844722459
1063,0.13912191663831486
1064,0.03553098232282559
1065,0.13155132284294546
1066,-0.2906443996121941
1067,0.7482093575324205
1068,0.8434804141013249
1069,0.29020461709264134
1070,0.7976248550497553
1071,0.9682811697303426
1072,0.21418918528982178
1073,0.4600583402173215
1074,1.08167424553945
1075,0.1199332182183781
1076,1.0892903583008833
1077,0.22627228310016856
1078,0.7377670109706996
1079,0.007825413354982214
1080,0.031237995466417923
1081,0.17632315798681886
1082,0.1863944822158653
1083,0.2741515107266652
1084,0.5496937870721218
1085,0.14355696912484672
1086,0.7343655323972549
1087,0.05769494670777919
1088,1.100344376473747
1089,0.6197005576542615
1090,0.2391408417642188
1091,0.6657697081009886
1092,0.7096242962027632
1093,0.5438443071159639
1094,0.5346590459319986
1095,0.7433144629625977
1096,0.2315676363036182
1097,0.3330894991883291
1098,0.6024694203729167
1099,0.2353542390339186
1100,0.9390022577852676
1101,0.08801363647247307
1102,0.12371411661523357
1103,0.07234128591968347
1104,0.3944646335696568
1105,0.6984039144591866
1106,0.13107449614670708
1107,0.37307587362275985
1108,0.6517755956639371
1109,0.14016347998681777
1110,0.9440374244215443
1111,0.07798935718571909
1112,0.7102616543274056
1113,0.10828217902812143
1114,0.9679612447409345
1115,0.10309786488816597
1116,0.8537317889686161
1117,0.6397562929540507
1118,0.09552465942756538
1119,0.6516952558668204
1120,0.08691094237369756
1121,0.19146956890802003
1122,0.40053892879236097
1123,0.8100421548857031
1124,0.03347382449963465
1125,0.12001355801549463
1126,0.3568543618397322
1127,0.1069207822016831
1128,0.3699014475579647
1129,0.1656281357504168
1130,0.627252900955916
1131,0.9550880300363321
1132,0.846329585398163
1133,0.6888745878170941
1134,0.46169107380542096
1135,0.07286206440331466
1136,0.5148429739754329
1137,0.38335177100575046
1138,0.9080013607521125
1139,0.11464524338043036
1140,0.8157885990984954
1141,0.6599960741092686
1142,0.7023961363225925
1143,0.1119910536265365
1144,0.4430205862284784
1145,0.09771519778244997
1146,0.06563789395953701
1147,0.07265219844722459
1148,0.1199332182183781
1149,0.08177595991601949
1150,0.7610976338594653
1151,0.10308493092702031
1152,0.034671883104662404
1153,0.1031341794713827
1154,0.7451074561163249
1155,0.5762370650762975
