Id,SalePrice
1461,140649.91073422076
1462,175648.1114393301
1463,142179.32716458378
1464,169708.53744362845
1465,247832.8848747045
1466,159089.90433245382
1467,182102.08223657915
1468,158532.92553331348
1469,222402.0860529498
1470,113254.48192897184
1471,224389.0400534837
1472,125216.66681291586
1473,101885.65863275269
1474,164347.3037030369
1475,175466.51463935143
1476,316020.5978565589
1477,288875.928185258
1478,319843.5088638053
1479,296504.4290817391
1480,389534.2946560772
1481,291886.5717010724
1482,252019.80481183046
1483,190713.98038994754
1484,208954.2102957463
1485,177831.04260951464
1486,191750.9555970852
1487,298439.85266143776
1488,292311.9132660074
1489,223513.5226835289
1490,203202.33686298205
1491,193053.2432391484
1492,130859.9340161718
1493,196533.05727977998
1494,267158.51970604266
1495,273804.478807637
1496,231554.12036534355
1497,198087.71617670348
1498,179678.74677775975
1499,179678.74677775975
1500,151513.6880392545
1501,158689.88481512686
1502,176373.96116288437
1503,285086.6033264446
1504,234141.28942468463
1505,235694.38171264148
1506,224136.15650978484
1507,198196.08439723964
1508,198223.5045395353
1509,164735.24492150548
1510,159899.30812483805
1511,159193.44164578733
1512,176959.30115704253
1513,170895.30814444632
1514,146500.72711565116
1515,181353.95659732408
1516,170678.32650098344
1517,163412.27544582603
1518,184895.3145648696
1519,236051.7483062439
1520,136680.11027939527
1521,140454.13832493662
1522,199618.242551845
1523,88786.91645952192
1524,128933.7745476066
1525,126777.81563535176
1526,125910.15896728501
1527,118205.49892390746
1528,144941.5762670076
1529,156381.22775649195
1530,195205.95218254614
1531,98146.72792943512
1532,101241.37601237094
1533,169122.30627944533
1534,143831.65446967838
1535,127095.72479765805
1536,131287.98361022543
1537,62326.99726436692
1538,208134.00209111164
1539,231065.11775403135
1540,106933.63647288244
1541,170704.20754295308
1542,131843.16596166193
1543,193332.66562047836
1544,82219.98308607172
1545,131316.75814187742
1546,164798.5496322193
1547,120781.36189900932
1548,144275.152151829
1549,126269.09569655996
1550,142092.4009697845
1551,160716.59267284235
1552,115640.12137874981
1553,120491.71407901795
1554,131794.83714584954
1555,164920.91733150266
1556,106569.99113287278
1557,117013.57412412009
1558,130468.4251026212
1559,69111.099794545
1560,139779.08892064507
1561,124278.81549171808
1562,126517.26331868529
1563,119519.50850445873
1564,171356.67255845285
1565,130206.1067406402
1566,238110.66693199152
1567,100599.86619034504
1568,182883.43676690315
1569,81158.80754006398
1570,160278.17518761105
1571,98126.75028082677
1572,140858.1936432151
1573,235565.59770036873
1574,163399.45350648745
1575,229367.29801485245
1576,215770.30814690277
1577,221090.85632348014
1578,162046.67743913736
1579,146811.53074290018
1580,197542.9051782994
1581,129994.06977550162
1582,139294.67980209703
1583,312894.8025063366
1584,211106.38082421597
1585,163078.02223771697
1586,36917.56825852368
1587,117328.17439217566
1588,140925.7962092039
1589,105275.58389218386
1590,162458.45725407064
1591,74447.81276184389
1592,139872.35995539837
1593,162622.46235498379
1594,53045.093796569505
1595,98841.2589084091
1596,203424.71106091645
1597,150926.3343936417
1598,187618.43650086154
1599,236820.3812953194
1600,243833.49987510988
1601,11932.157191908627
1602,153053.8166802834
1603,94963.28991515604
1604,268620.710128589
1605,254564.4469337252
1606,189584.25665801784
1607,245475.75198486508
1608,240172.38437557995
1609,216504.6969078543
1610,121500.92513250414
1611,159786.43496662905
1612,177038.20095221078
1613,174818.38749240036
1614,122974.80214659465
1615,50789.51559422012
1616,50789.51559422012
1617,73442.91313464036
1618,123036.98493433135
1619,137315.51112419888
1620,164461.32807187474
1621,128892.58213909355
1622,119302.1930174605
1623,274403.7373967664
1624,188969.0655091048
1625,158361.99648166922
1626,201259.38492167962
1627,170794.30470494452
1628,247988.57130076177
1629,185702.46676141676
1630,315572.2926892532
1631,257569.69036177135
1632,272038.3473658926
1633,177928.8836118847
1634,169890.43130028207
1635,154542.392174449
1636,182891.4731827991
1637,150128.7974971182
1638,207564.12429802262
1639,208417.44449596095
1640,222550.62434950162
1641,204336.03817082438
1642,206191.20074737706
1643,238710.52559767728
1644,232796.3488588969
1645,181607.40699035543
1646,183087.0697059686
1647,214384.50583069382
1648,156362.71430135655
1649,132454.20586531158
1650,114442.4782803702
1651,114442.4782803702
1652,125216.66681291586
1653,126259.78115050739
1654,161432.87579108324
1655,203978.1561152723
1656,164347.3037030369
1657,161432.87579108324
1658,164347.3037030369
1659,177074.64924313838
1660,156020.80028855766
1661,326042.62368810247
1662,306638.06401966064
1663,345459.2808291874
1664,404366.9152041504
1665,326535.20551600074
1666,305258.2300079524
1667,276909.0987461712
1668,330903.9638770044
1669,308501.32097349036
1670,330721.8032151606
1671,250444.39439553584
1672,369711.5686387983
1673,257369.43945985212
1674,292402.68905908626
1675,195003.9395908309
1676,198117.19966949537
1677,223022.3399003552
1678,402900.6283267783
1679,318409.72469919315
1680,316729.13632214366
1681,287398.19788779167
1682,291218.05933536426
1683,225594.06507556222
1684,183081.71061434186
1685,155975.05404128713
1686,211501.60979969226
1687,177831.04260951464
1688,193081.40344126505
1689,191737.27304915243
1690,187533.7266373246
1691,181497.73054656808
1692,240934.5361473614
1693,177831.04260951464
1694,159832.4504001204
1695,178995.44286080883
1696,232396.58087447818
1697,179430.07383480528
1698,281696.0528603005
1699,315516.0141093229
