Id,SalePrice
1461,126000.21729873281
1462,168361.38907841404
1463,149081.20362145288
1464,182387.19933366193
1465,232130.82568470086
1466,174723.3050995614
1467,183503.87596684406
1468,174699.59071943106
1469,202079.3819149731
1470,99604.18662066806
1471,210841.64372287595
1472,122786.47631040038
1473,109022.35597147397
1474,170251.72130465333
1475,155779.58023614323
1476,331767.29563858674
1477,281379.1867325543
1478,309907.1774670917
1479,297036.39062489953
1480,386272.0925442988
1481,284432.2625183453
1482,243824.14665458008
1483,189985.19984195515
1484,207820.46088054843
1485,190548.678760935
1486,203422.50600923842
1487,287600.77950385766
1488,275450.2358990279
1489,199901.30851925624
1490,198476.27981718554
1491,212358.11335751115
1492,119807.88798203968
1493,200249.3153050259
1494,282701.9735941862
1495,271345.184073153
1496,224088.83664949707
1497,173295.35676466872
1498,168864.86267759677
1499,168864.86267759677
1500,143574.6663100315
1501,157645.68719089992
1502,166268.67920085808
1503,265542.0174736847
1504,237990.2842801633
1505,226424.977966249
1506,230798.76354841722
1507,218815.32739939986
1508,207903.82908963383
1509,170782.21429874518
1510,155737.6902328405
1511,155095.04919171947
1512,174710.10352598844
1513,186969.24786633396
1514,180083.88063794686
1515,181268.38005986155
1516,172893.60326169815
1517,150457.7538606258
1518,196912.73552538807
1519,234881.20439414532
1520,135053.42894712757
1521,137832.7770604929
1522,187465.36141836966
1523,87045.49133121557
1524,110876.13940249503
1525,119308.81230651026
1526,119003.59623088161
1527,98884.35910734582
1528,137353.55711897407
1529,153165.7460049742
1530,195156.38577089785
1531,124318.75634634876
1532,97921.84651953561
1533,162103.31777232437
1534,145249.20995674003
1535,136866.51096053747
1536,130575.7926727002
1537,58129.577411882245
1538,216244.08407969004
1539,235663.73398129345
1540,165155.67838077288
1541,165972.147393115
1542,139056.66095701166
1543,202194.5566131028
1544,74286.2466260804
1545,127532.52642800528
1546,160845.32125795702
1547,131235.76636360917
1548,144980.16800487437
1549,121014.46294148357
1550,157422.82338259663
1551,149475.13420714025
1552,142939.4825767624
1553,133347.69534041273
1554,136778.209453639
1555,176938.29395828533
1556,113401.79754455706
1557,118066.0885203865
1558,126975.23783338125
1559,84644.81754245881
1560,155332.03459955155
1561,142443.41707057782
1562,117974.49969004828
1563,105717.87217100755
1564,154629.48877760489
1565,142081.3581490636
1566,203694.93347885687
1567,90141.05590345863
1568,200162.74121540252
1569,106289.45171220097
1570,152448.30873176525
1571,116442.01672989293
1572,129294.4831816059
1573,211656.10027128668
1574,155952.96342982643
1575,199013.3671650283
1576,230202.1582421926
1577,215383.2383424165
1578,166976.1284894031
1579,127722.67059418652
1580,215354.71655232622
1581,121680.79742112695
1582,132041.96286625188
1583,307819.29319588013
1584,233030.59400686107
1585,146209.8112959259
1586,39348.21744696045
1587,115830.39504222604
1588,137984.43263224512
1589,102052.31275852377
1590,149130.5078611103
1591,73653.78003496662
1592,134468.81976339428
1593,146045.17111179908
1594,105974.22086379942
1595,112912.61591707972
1596,212476.84888933031
1597,196992.6418707635
1598,187974.34545916825
1599,207883.9342340921
1600,228942.0346842154
1601,12841.208763890085
1602,139771.11655101372
1603,89580.00193710596
1604,247064.30748282908
1605,265355.4925115086
1606,188461.4791331836
1607,258874.68163639453
1608,234047.6013722085
1609,212756.42058204004
1610,139968.28602580444
1611,162216.27512801255
1612,182267.63157327267
1613,180096.9856352878
1614,116907.572971638
1615,56022.03955328096
1616,56022.03955328096
1617,75418.58895588567
1618,116052.4407919902
1619,130475.35404475886
1620,211096.38330986782
1621,131913.26236268744
1622,145639.55034102296
1623,259567.11126218358
1624,195525.64245513093
1625,145506.6872599701
1626,205418.0108293346
1627,183196.385491034
1628,269651.94297891855
1629,194848.92763424266
1630,304880.95902741584
1631,239016.51252657504
1632,257243.94394429884
